,Cement Amount  (kg/m³),Cement type	,Cement Grade (Mpa),Silica Fume (kg/m³),Flayash Amount   (kg/m³),Fly Ash Type ,Limestone Powder  (kg/m3),Quartzpowder (kg/m3),Glass powder (kg/m3),Rice husk ash (kg/m3),Metakaolin (kg/m³),GGBFS  (kg/m³),Slag Amount   (kg/m³),Type of Slag ,Nano-CaCO3 (kg/m3),Nano-Al2O3 (kg/m3),Nano-TiO2 (kg/m3),Nano Silica (kg/m3),Filler (kg/m³),Type of Filler ,Amount  (kg/m³),Sand Type,Max Size (mm),Type of Fiber ,Amount / Quantity of Fiber ,Length (mm),Diameter (mm),Tensile Strength (MPa),"Nominal Young’s modulus, Gpa",Type of Fiber ,Amount / Quantity of Fiber ,Length (mm),Diameter (mm),Tensile Strength (MPa),"Nominal Young’s modulus, Gpa",Amount  (kg/m³),Type of Superplasticizer,Amount  (kg/m³),,,,,,,,Specimen ,Testing Standard ,1-day ,3-Day,7-Day,14-Day,21 days ,28-Day,56-Day,90-Day,Testing Standard ,Elastic Modulus (Gpa),Testing Standards ,Split Tensile Strength (Mpa),first-cracking strength (MPa),Direct Tensile Strength (Mpa),Peak tensile strain (%),Tensile Elastic Modulus (GPa),Strain capacity (%) ,Specimens ,Testing Standard ,LOP (Mpa), MOR (MPa),Peak Strength (MPa),"Residual 
Strength (f600)
 (MPa)","Residual 
Strength (f150)
 (MPa)","Toughness
 (J)",Testing Standards ,Air Content %,Air Void %,Porosity ,Testing Standards ,Water absorption (%),Testing Standards ,28-day Shrinkage (µstrain),56-day Shrinkage (µstrain),Testing Standards ,Cycles ,Testing Standards ,Total Charge Passed (Coulombs),Testing Standards ,Surface Resistivity (k?-mm),,,,
CTRL,830.00,Ordinary Portland cement (CEM-I 42.5-R),42.50,291.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,977.00,Quartz Sand ,3.00,Steel Fiber ,234.00,6.00,0.150,2250.000,,,,,,,,151.00,"polycarboxylate-based
superplasticizer (SP)",55.00,Autoclave curing,210.00,,2 MPa for 8hrs,,,115.00,40 x 40 x 40 ,,,,,,,273.00,,,,56.00,,,,,,,,40 x 40 x 160 ,,,,28.60,,,11.75,,,,,,,,,,,,,,,,,,,
G10F10,664.00,Ordinary Portland cement (CEM-I 42.5-R),42.50,205.00,83.00,Class C,0.00,0.00,0.00,0.00,0.00,83.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1041.00,Quartz Sand ,3.00,Steel Fiber ,234.00,6.00,0.150,2250.000,,,,,,,,151.00,"polycarboxylate-based
superplasticizer (SP)",35.00,Autoclave curing,210.00,,2 MPa for 8hrs,,,115.00,40 x 40 x 40 ,,,,,,,270.00,,,,57.00,,,,,,,,40 x 40 x 160 ,,,,31.20,,,14.20,,,,,,,,,,,,,,,,,,,
G10F20,581.00,Ordinary Portland cement (CEM-I 42.5-R),42.50,157.00,166.00,Class C,0.00,0.00,0.00,0.00,0.00,83.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1066.00,Quartz Sand ,3.00,Steel Fiber ,234.00,6.00,0.150,2250.000,,,,,,,,151.00,"polycarboxylate-based
superplasticizer (SP)",34.00,Autoclave curing,210.00,,2 MPa for 8hrs,,,113.00,40 x 40 x 40 ,,,,,,,259.00,,,,53.00,,,,,,,,40 x 40 x 160 ,,,,33.90,,,15.00,,,,,,,,,,,,,,,,,,,
G10F30,498.00,Ordinary Portland cement (CEM-I 42.5-R),42.50,141.00,249.00,Class C,0.00,0.00,0.00,0.00,0.00,83.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1058.00,Quartz Sand ,3.00,Steel Fiber ,234.00,6.00,0.150,2250.000,,,,,,,,151.00,"polycarboxylate-based
superplasticizer (SP)",33.00,Autoclave curing,210.00,,2 MPa for 8hrs,,,113.00,40 x 40 x 40 ,,,,,,,250.00,,,,49.00,,,,,,,,40 x 40 x 160 ,,,,32.80,,,15.20,,,,,,,,,,,,,,,,,,,
F20,664.00,Ordinary Portland cement (CEM-I 42.5-R),42.50,195.00,166.00,Class C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1030.00,Quartz Sand ,3.00,Steel Fiber ,234.00,6.00,0.150,2250.000,,,,,,,,151.00,"polycarboxylate-based
superplasticizer (SP)",38.00,Autoclave curing,210.00,,2 MPa for 8hrs,,,114.00,40 x 40 x 40 ,,,,,,,268.00,,,,50.00,,,,,,,,40 x 40 x 160 ,,,,31.80,,,16.20,,,,,,,,,,,,,,,,,,,
G40,498.00,Ordinary Portland cement (CEM-I 42.5-R),42.50,173.00,0.00,,0.00,0.00,0.00,0.00,0.00,332.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1079.00,Quartz Sand ,3.00,Steel Fiber ,234.00,6.00,0.150,2250.000,,,,,,,,151.00,"polycarboxylate-based
superplasticizer (SP)",35.00,Autoclave curing,210.00,,2 MPa for 8hrs,,,117.00,40 x 40 x 40 ,,,,,,,265.00,,,,46.00,,,,,,,,40 x 40 x 160 ,,,,33.80,,,15.50,,,,,,,,,,,,,,,,,,,
SF0,1034.48,OPC 52.5,52.50,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1137.93,Locally available sand,0.63,,,,,,,,,,,,,186.21, polycarboxylate based superpasticizer (SP) ,41.38,Standard Curing ,20.00,,,,,110,40 x 40 x 160,GB/T 17671-1999,,,73.9,,,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,"Preparation of Reactive Powder Concrete 
Using Fly Ash and Steel Slag Powder

https://link.springer.com/article/10.1007/s11595-010-2349-0",2010,Ref-77-Research
SF05,982.76,OPC 52.5,52.50,51.72,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1137.93,Locally available sand,0.63,,,,,,,,,,,,,186.21, polycarboxylate based superpasticizer (SP) ,41.38,Standard Curing ,20.00,,,,,112,40 x 40 x 160 ,GB/T 17671-1999,,,74.8,,,105.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF10,929.03,OPC 52.5,52.50,103.23,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1135.48,Locally available sand,0.63,,,,,,,,,,,,,185.81, polycarboxylate based superpasticizer (SP) ,46.45,Standard Curing ,20.00,,,,,112,40 x 40 x 160,GB/T 17671-1999,,,76,,,106.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF15,877.42,OPC 52.5,52.50,154.84,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1135.48,Locally available sand,0.63,,,,,,,,,,,,,185.81, polycarboxylate based superpasticizer (SP) ,46.45,Standard Curing ,20.00,,,,,118,40 x 40 x 160,GB/T 17671-1999,,,82.1,,,113.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF20,825.81,OPC 52.5,52.50,206.45,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1135.48,Locally available sand,0.63,,,,,,,,,,,,,185.81, polycarboxylate based superpasticizer (SP) ,46.45,Standard Curing ,20.00,,,,,116,40 x 40 x 160,GB/T 17671-1999,,,79.7,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF25,772.53,OPC 52.5,52.50,257.51,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1133.05,Locally available sand,0.63,,,,,,,,,,,,,185.41, polycarboxylate based superpasticizer (SP) ,51.50,Standard Curing ,20.00,,,,,116,40 x 40 x 160,GB/T 17671-1999,,,78,,,108.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF30,721.03,OPC 52.5,52.50,309.01,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1133.05,Locally available sand,0.63,,,,,,,,,,,,,185.41, polycarboxylate based superpasticizer (SP) ,51.50,Standard Curing ,20.00,,,,,114,40 x 40 x 160,GB/T 17671-1999,,,77.4,,,101.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF15,881.21,OPC 52.5,52.50,155.51,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,80,,,113.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F10,777.54,OPC 52.5,52.50,155.51,103.67,Class F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,73,,,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15,725.70,OPC 52.5,52.50,155.51,155.51,Class F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,67,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F20,673.87,OPC 52.5,52.50,155.51,207.34,Class F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,64,,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F30,570.19,OPC 52.5,52.50,155.51,311.02,Class F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,62,,,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F40,466.52,OPC 52.5,52.50,155.51,414.69,Class F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,55,,,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS10,777.54,OPC 52.5,52.50,155.51,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,103.67,Steel Slag ,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,73,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS15,725.70,OPC 52.5,52.50,155.51,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,155.51,Steel Slag ,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,69,,,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS20,673.87,OPC 52.5,52.50,155.51,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,207.34,Steel Slag ,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,67,,,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS30,570.19,OPC 52.5,52.50,155.51,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,311.02,Steel Slag ,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,73,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS40,466.52,OPC 52.5,52.50,155.51,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,414.69,Steel Slag ,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,62,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF15,881.21,OPC 52.5,52.50,155.51,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,80,,,113.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F05S05,777.54,OPC 52.5,52.50,155.51,51.84,Class F,0.00,0.00,0.00,0.00,0.00,0.00,51.84,Steel Slag ,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,75,,,102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F10S10,673.87,OPC 52.5,52.50,155.51,103.67,Class F,0.00,0.00,0.00,0.00,0.00,0.00,103.67,Steel Slag ,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,70,,,100.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15S15,570.19,OPC 52.5,52.50,155.51,155.51,Class F,0.00,0.00,0.00,0.00,0.00,0.00,155.51,Steel Slag ,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,80,,,108.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F20S20,466.52,OPC 52.5,52.50,155.51,207.34,Class F,0.00,0.00,0.00,0.00,0.00,0.00,207.34,Steel Slag ,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,65,,,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F25S25,362.85,OPC 52.5,52.50,155.51,259.18,Class F,0.00,0.00,0.00,0.00,0.00,0.00,259.18,Steel Slag ,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,,,,,,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Standard Curing ,20.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,55,,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF15,881.21,OPC 52.5,52.50,155.51,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,Steel Fiber ,156.00,13.00,0.200,2800.000,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Hot water  Curing ,90.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,,,,201.4,,,,,,,,,,,,40 x 40 x 160,GB/T 17671-1999,,,34.70,,,,,,,,,,,,,,,,,,,,,,
F12S18 ,570.19,OPC 52.5,52.50,155.51,124.41,Class F,0.00,0.00,0.00,0.00,0.00,0.00,186.61,Steel Slag ,0.00,0.00,0.00,0.00,0.00,,1140.39,Locally available sand,0.63,Steel Fiber ,156.00,13.00,0.200,2800.000,,,,,,,,186.61, polycarboxylate based superpasticizer (SP) ,36.29,Hot water  Curing ,90.00,,,,,,40 x 40 x 160,GB/T 17671-1999,,,,,,188.3,,,,,,,,,,,,40 x 40 x 160,GB/T 17671-1999,,,32.80,,,,,,,,,,,,,,,,,,,,,,
NC0,600.00,"Portland cement (PC)
52.5R",52.50,150.00,0.00,,180.00,0.00,0.00,0.00,0.00,750.00,0.00,,0.00,0.00,0.00,0.00,0.00,,500.00,Silica Sand ,0.18,PE ,20.00,18.00,0.024,2400.000,100.00,,,,,,,240.00,"high range
water reducer admixture (HRWRA)",15.00,Stnadrad curing ,,,,,,,50 x 50 x 50 ,ASTM C1856/C1856M-17.,,,,,,129.00,,,,,,,,10.2,,,8.3,40 x 40 x 160 ,ASTM C1856/C1856M-17.,,,22.00,,,,,,,5.00,,,,,,,,,,,,China  ,"Linkage of multi-scale performances of nano-CaCO3 modified ultra-high
performance engineered cementitious composites (UHP-ECC)

https://doi.org/10.1016/j.conbuildmat.2019.117418",2019,Ref-78-Research
NC1,600.00,"Portland cement (PC)
52.5R",52.50,150.00,0.00,,180.00,0.00,0.00,0.00,0.00,750.00,0.00,,6.00,0.00,0.00,0.00,0.00,,500.00,Silica Sand ,0.18,PE ,20.00,18.00,0.024,2400.000,100.00,,,,,,,240.00,"high range
water reducer admixture (HRWRA)",15.00,Stnadrad curing ,,,,,,,50 x 50 x 50 ,ASTM C1856/C1856M-17.,,,,,,132.00,,,,,,,,12.40,,,7.40,40 x 40 x 160 ,ASTM C1856/C1856M-17.,,,25.00,,,,,,,,,,,,,,,,,,,,,,
NC2,600.00,"Portland cement (PC)
52.5R",52.50,150.00,0.00,,180.00,0.00,0.00,0.00,0.00,750.00,0.00,,12.00,0.00,0.00,0.00,0.00,,500.00,Silica Sand ,0.18,PE ,20.00,18.00,0.024,2400.000,100.00,,,,,,,240.00,"high range
water reducer admixture (HRWRA)",15.00,Stnadrad curing ,,,,,,,50 x 50 x 50 ,ASTM C1856/C1856M-17.,,,,,,138.00,,,,,,,,12.70,,,8.20,40 x 40 x 160 ,ASTM C1856/C1856M-17.,,,25.00,,,,,,,,,,,,,,,,,,,,,,
NC3,600.00,"Portland cement (PC)
52.5R",52.50,150.00,0.00,,180.00,0.00,0.00,0.00,0.00,750.00,0.00,,18.00,0.00,0.00,0.00,0.00,,500.00,Silica Sand ,0.18,PE ,20.00,18.00,0.024,2400.000,100.00,,,,,,,240.00,"high range
water reducer admixture (HRWRA)",15.00,Stnadrad curing ,,,,,,,50 x 50 x 50 ,ASTM C1856/C1856M-17.,,,,,,139.00,,,,,,,,14.10,,,9.00,40 x 40 x 160 ,ASTM C1856/C1856M-17.,,,28.00,,,,,,,3.20,,,,,,,,,,,,,,,
NC4,600.00,"Portland cement (PC)
52.5R",52.50,150.00,0.00,,180.00,0.00,0.00,0.00,0.00,750.00,0.00,,24.00,0.00,0.00,0.00,0.00,,500.00,Silica Sand ,0.18,PE ,20.00,18.00,0.024,2400.000,100.00,,,,,,,240.00,"high range
water reducer admixture (HRWRA)",15.00,Stnadrad curing ,,,,,,,50 x 50 x 50 ,ASTM C1856/C1856M-17.,,,,,,132.00,,,,,,,,12.10,,,9.20,40 x 40 x 160 ,ASTM C1856/C1856M-17.,,,22.00,,,,,,,4.40,,,,,,,,,,,,,,,
NC,923.08,"Ordinary portland cement (OPC, P.O 42.5)",42.50,184.62,92.31,Class F,0.00,129.23,0.00,0.00,0.00,0.00,55.38,"Ultrafine
slag
powder",0.00,0.00,0.00,0.00,0.00,,1015.38,Quartz sand,0.90,,,,,,,,,,,,,138.46,A polycarboxylate high-range superplasticizer,27.69,standard curing,20.00,95.00,,ASTM C1437,,242.00,40 × 40 × 160,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,64.00,,,,,,,,,,,,,,,,40 × 40 × 160,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,,12,,,,,,,,,, ASTM C157,460.00,510.00,,,,,,,China,"Influence of Nanolimestone on the Hydration,
Mechanical Strength, and Autogenous Shrinkage
of Ultrahigh-Performance Concrete

https://doi.org/10.1061/(ASCE)MT.1943-5533.0001327",2016,Ref-79-Research
NC-0.01,923.08,"Ordinary portland cement (OPC, P.O 42.5)",42.50,184.62,92.31,Class F,0.00,129.23,0.00,0.00,0.00,0.00,55.38,"Ultrafine
slag
powder",9.23,0.00,0.00,0.00,0.00,,1015.38,Quartz sand,0.90,,,,,,,,,,,,,138.46,A polycarboxylate high-range superplasticizer,27.69,standard curing,20.00,95.00,,ASTM C1437,,225.00,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,68,,,,,,,,,,,,,,,,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,,13.5,,,,,,,,,, ASTM C157,525.00,630.00,,,,,,,,,,
NC-0.02,923.08,"Ordinary portland cement (OPC, P.O 42.5)",42.50,184.62,92.31,Class F,0.00,129.23,0.00,0.00,0.00,0.00,55.38,"Ultrafine
slag
powder",18.46,0.00,0.00,0.00,0.00,,1015.38,Quartz sand,0.90,,,,,,,,,,,,,138.46,A polycarboxylate high-range superplasticizer,27.69,standard curing,20.00,95.00,,ASTM C1437,,218.00,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,71,,,,,,,,,,,,,,,,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,,14.6,,,,,,,,,,,,,,,,,,,,,,
NC-0.03,923.08,"Ordinary portland cement (OPC, P.O 42.5)",42.50,184.62,92.31,Class F,0.00,129.23,0.00,0.00,0.00,0.00,55.38,"Ultrafine
slag
powder",27.69,0.00,0.00,0.00,0.00,,1015.38,Quartz sand,0.90,,,,,,,,,,,,,138.46,A polycarboxylate high-range superplasticizer,27.69,standard curing,20.00,95.00,,ASTM C1437,,198.00,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,74,,,,,,,,,,,,,,,,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,,15,,,,,,,,,,,,,,,,,,,,,,
NC-0.18,923.08,"Ordinary portland cement (OPC, P.O 42.5)",42.50,184.62,92.31,Class F,0.00,129.23,0.00,0.00,0.00,0.00,55.38,"Ultrafine
slag
powder",0.00,0.00,0.00,0.00,0.00,,1015.38,Quartz sand,0.90,,,,,,,,,,,,,166.15,A polycarboxylate high-range superplasticizer,27.69,standard curing,20.00,95.00,,ASTM C1437,,270.00,40 × 40 × 160,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,57.00,,,,,,,,,,,,,,,,40 × 40 × 160,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,,11,,,,,,,,,,,,,,,,,,,,,,
NC-0.01-0.18,923.08,"Ordinary portland cement (OPC, P.O 42.5)",42.50,184.62,92.31,Class F,0.00,129.23,0.00,0.00,0.00,0.00,55.38,"Ultrafine
slag
powder",9.23,0.00,0.00,0.00,0.00,,1015.38,Quartz sand,0.90,,,,,,,,,,,,,166.15,A polycarboxylate high-range superplasticizer,27.69,standard curing,20.00,95.00,,ASTM C1437,,238.00,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,60,,,,,,,,,,,,,,,,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,,11.5,,,,,,,,,,,,,,,,,,,,,,
NC-0.02-0.18,923.08,"Ordinary portland cement (OPC, P.O 42.5)",42.50,184.62,92.31,Class F,0.00,129.23,0.00,0.00,0.00,0.00,55.38,"Ultrafine
slag
powder",18.46,0.00,0.00,0.00,0.00,,1015.38,Quartz sand,0.90,,,,,,,,,,,,,166.15,A polycarboxylate high-range superplasticizer,27.69,standard curing,20.00,95.00,,ASTM C1437,,228.00,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,64,,,,,,,,,,,,,,,,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,,12,,,,,,,,,,,,,,,,,,,,,,
NC-0.03-0.19,923.08,"Ordinary portland cement (OPC, P.O 42.5)",42.50,184.62,92.31,Class F,0.00,129.23,0.00,0.00,0.00,0.00,55.38,"Ultrafine
slag
powder",27.69,0.00,0.00,0.00,0.00,,1015.38,Quartz sand,0.90,,,,,,,,,,,,,166.15,A polycarboxylate high-range superplasticizer,27.69,standard curing,20.00,95.00,,ASTM C1437,,211.00,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,67,,,,,,,,,,,,,,,,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,,12.5,,,,,,,,,,,,,,,,,,,,,,
NC,923.08,"Ordinary portland cement (OPC, P.O 42.5)",42.50,184.62,92.31,Class F,0.00,129.23,0.00,0.00,0.00,0.00,55.38,"Ultrafine
slag
powder",0.00,0.00,0.00,0.00,0.00,,1015.38,Quartz sand,0.90,,,,,,,,,,,,,138.46,A polycarboxylate high-range superplasticizer,27.69,heat curing,90.00,,,ASTM C1437,,242.00,40 × 40 × 160,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,146.00,,,,,,,,,,,,,,,,40 × 40 × 160,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,,24,,,,,,,,,, ASTM C157,125.00,130.00,,,,,,,,,,
NC-0.01,923.08,"Ordinary portland cement (OPC, P.O 42.5)",42.50,184.62,92.31,Class F,0.00,129.23,0.00,0.00,0.00,0.00,55.38,"Ultrafine
slag
powder",9.23,0.00,0.00,0.00,0.00,,1015.38,Quartz sand,0.90,,,,,,,,,,,,,138.46,A polycarboxylate high-range superplasticizer,27.69,heat curing,90.00,,,ASTM C1437,,225.00,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,152,,,,,,,,,,,,,,,,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,,26.6,,,,,,,,,, ASTM C157,145.00,190.00,,,,,,,,,,
NC-0.02,923.08,"Ordinary portland cement (OPC, P.O 42.5)",42.50,184.62,92.31,Class F,0.00,129.23,0.00,0.00,0.00,0.00,55.38,"Ultrafine
slag
powder",18.46,0.00,0.00,0.00,0.00,,1015.38,Quartz sand,0.90,,,,,,,,,,,,,138.46,A polycarboxylate high-range superplasticizer,27.69,heat curing,90.00,,,ASTM C1437,,218.00,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,160,,,,,,,,,,,,,,,,40 x 40 x 160 ,ASTM C109/C109M-02 and ASTM C78/C78M-10e1,,,29.5,,,,,,,,,,,,,,,,,,,,,,
